,lat,lon,name,neighbor
4400281388,34.0224903,-118.2781663,,"['7930461030', '1841835282']"
4400460712,34.0277673,-118.2748991,,"['4400460714', '63785522']"
4400460714,34.0278521,-118.2748391,,"['6208583968', '4400460712']"
4400460716,34.0279431,-118.2749194,,"['63785522', '6816193807']"
4400460720,34.0280073,-118.2746938,,"['1732340075', '1732340077']"
4400460721,34.0283878,-118.2742604,,"['4400460722', '4011837234']"
4400460722,34.0284389,-118.2742025,,"['1732340096', '4400460721']"
4400460725,34.0285327,-118.2741157,,"['4400460728', '1732340096']"
4400460727,34.0285763,-118.2747588,,"['1732340067', '4400460729']"
4400460728,34.0285851,-118.2740762,,"['4060116191', '4400460725']"
4400460729,34.0286615,-118.2747511,,"['4400460727', '4400460730']"
4400460730,34.0287469,-118.2747514,,"['4400460729', '4400460733']"
4400460733,34.0288321,-118.2747596,,"['4400460730', '4400460734']"
4400460734,34.0290956,-118.2747984,,"['4400460733', '4400460735']"
4400460735,34.0292323,-118.2748158,,"['4400460734', '4400460736', '5555281222']"
4400460736,34.0294057,-118.2748279,,"['4400460735', '6816193808']"
4400460741,34.0301476,-118.2749404,,"['5680945550', '122454252']"
4536993726,34.0263672,-118.2785935,The Row House,['6807554573']
4536993737,34.0211573,-118.2868678,Traveler,"['2305440181', '6042952688']"
4540761794,34.0189842,-118.2876448,Nekter Juice Bar,['4399693647']
4547476733,34.0167334,-118.2825307,ChickfilA,['6820935911']
4547476734,34.0172407,-118.2824946,Coffee Bean1,['732641023']
4577908517,34.0185618,-118.2817568,Which Wich,['4162647227']
4583263530,34.0251335,-118.2937632,,"['6814958435', '1473199412']"
4583263548,34.0241412,-118.2927002,,"['1878000349', '4583263551']"
4583263551,34.0241439,-118.2929179,,"['4583263548', '123660671']"
4583266233,34.0231198,-118.2925054,,"['4872897507', '1473199425']"
4583266234,34.0257923,-118.2937392,,"['2613117872', '7385039436']"
4583266241,34.0263906,-118.2923369,,"['6818427952', '213332060']"
4621678587,34.0281266,-118.2729584,,"['4835549591', '4835549590']"
4732965439,34.0180476,-118.2791616,Department of Motor Vehicles,['1932939400']
4818896620,34.0190261,-118.2778784,,"['6815182444', '123292047']"
4835549584,34.0280155,-118.2730674,,"['4835549585', '4835549598']"
4835549585,34.0280405,-118.2730838,,"['4835549586', '4835549584']"
4835549586,34.0280689,-118.2730873,,"['4835549587', '4835549585']"
4835549587,34.0280962,-118.2730774,,"['4835549588', '4835549586']"
4835549588,34.0281183,-118.2730558,,"['4835549589', '4835549587']"
4835549589,34.0281318,-118.2730255,,"['4835549590', '4835549588']"
4835549590,34.0281347,-118.2729913,,"['4621678587', '4835549589']"
4835549591,34.0281086,-118.2729317,,"['4835549592', '4621678587']"
4835549592,34.0280835,-118.2729154,,"['4835549593', '4835549591']"
4835549593,34.0280552,-118.2729119,,"['4835549594', '4835549592']"
4835549594,34.0280279,-118.2729217,,"['4835549595', '4835549593']"
4835549595,34.0280058,-118.2729434,,"['4835549596', '4835549594']"
4835549596,34.0279923,-118.2729736,,"['4835549597', '4835549595']"
4835549597,34.0279894,-118.2730078,,"['4835549598', '4835549596']"
4835549598,34.0279975,-118.2730407,,"['4835549597', '4835549584', '5680945528']"
4835549601,34.0271903,-118.2751523,,"['2193435045', '63785514']"
4835549605,34.0268471,-118.275474,,"['6813565320', '3403035582']"
4835549608,34.0293652,-118.2735709,,"['6225907126', '1378231760', '2193435039']"
4835551064,34.027732,-118.2763061,,"['5556117115', '4012842277']"
4835551066,34.027963,-118.2755842,,"['4835551074', '4835551070']"
4835551070,34.028058,-118.2757957,,"['4835551066', '6813565322', '5695236164']"
4835551072,34.0284556,-118.2758323,,"['5680945537', '4835551077']"
4835551074,34.0279554,-118.2755672,,"['4011837232', '4835551066']"
4835551077,34.0286095,-118.2757353,,"['4835551072', '3438433461']"
4835551079,34.0290112,-118.2754779,,"['3438433461', '3438433459']"
4835551081,34.0268526,-118.2768562,,"['4835551090', '6813513564']"
4835551084,34.0273456,-118.2772393,,"['7863689395', '2613117900']"
4835551090,34.0265746,-118.2770329,,"['6813513565', '4835551081']"
4835551096,34.0263239,-118.2778835,,"['4835551101', '2613117890', '3088547686']"
4835551101,34.0262503,-118.2777143,,"['6813565312', '4835551096']"
4835551103,34.0256592,-118.2776182,,"['4012842272', '123178841']"
4835551104,34.0253449,-118.2778169,,"['4835551232', '4012842272']"
4835551106,34.0248463,-118.2781399,,"['7735888673', '6813565297']"
4835551110,34.0252629,-118.2784777,,"['6813565296', '2613117867']"
4835551111,34.0262083,-118.2762728,,"['6807556387', '6807536682']"
4835551228,34.0263786,-118.2771646,,"['6813565311', '6813513565']"
4835551230,34.0247977,-118.2774326,,"['2613157014', '7735888669']"
4835551232,34.0252259,-118.2778937,,"['6813565294', '4835551104']"
4835551238,34.024536,-118.2783328,,"['6457457923', '4012848858']"
4835551244,34.0228772,-118.2790089,,"['123241967', '7930461030']"
4835558508,34.0120916,-118.2917819,,"['4020099345', '6807221800']"
4835558510,34.0115205,-118.2916087,,"['4020099345', '4020099343']"
4872886234,34.0174432,-118.2778815,,"['6820972482', '7211629027']"
4872896705,34.0220831,-118.2923153,,"['6805827716', '4872900581', '358826562']"
4872897506,34.022603,-118.2915565,,"['6814958395', '4015203120']"
4872897507,34.0231155,-118.2920366,,"['6814958411', '4583266233']"
4872897509,34.0220809,-118.2920488,,"['4872900581', '6814958397']"
4872900581,34.0220864,-118.2921203,,"['4872896705', '4872897509']"
4927493958,34.0270769,-118.2763462,Five Guys Burgers and Fries,['6813565320']
4944439089,34.0265479,-118.2720108,Aldewaniah,['3663661789']
5172201326,34.0262739,-118.2643527,FootballSoccer Field,['6818460803']
5229911604,34.0203999,-118.285981,Tutor Campus Center Piano,['5229911615']
5229911615,34.0202259,-118.2859828,Student Union STU,"['5229911604', '6814620863']"
5231970321,34.0212663,-118.2813052,North Residential College,['5231970322']
5231970322,34.0209039,-118.2815653,New Residential College,['5231970321']
5231970323,34.0214608,-118.2823123,Birnkrant,"['614990288', '5231970324', '6042978413']"
5231970324,34.021383,-118.2821139,Everybody39s Kitchen,['5231970323']
5231970325,34.018882,-118.2910885,Parkside Dining Hall,['6512295676']
5237381975,34.0255164,-118.2839646,,"['6813379481', '6813379479', '4399698012']"
5237388100,34.0255752,-118.2851687,Amazon Pick up Center,['7695616467']
5237417648,34.025089,-118.2847258,Hecuba Queen of Troy,['5237417654']
5237417649,34.0257159,-118.2848075,Trader Joe39s,['7695616467']
5237417650,34.0257016,-118.2843512,Target,['6813379479']
5237417651,34.025187,-118.2841713,Bank of America,"['5261316289', '6047234450']"
5237417652,34.0249095,-118.285111,SunLife Organics,['6047193830']
5237417654,34.0250185,-118.2844838,Cava,['5237417648']
5237417655,34.0267965,-118.2853679,Great Lawn,['7591500906']
5261316289,34.0251948,-118.2843417,Il Giardino,['5237417651']
5261316290,34.024547,-118.2843329,Starbucks Coffee,['6047204780']
5472460620,34.0198745,-118.279751,,"['214470792', '4399914049']"
5472476968,34.0286824,-118.2918323,,"['6813416143', '2613117876']"
5514004014,34.0276974,-118.2735944,Los Angeles Orthopaedic Hospital,['5680945528']
5541778221,34.0173963,-118.2801359,,"['1377766078', '6820972473']"
5541796228,34.0236077,-118.2959262,,"['6814958412', '122827894']"
5555281222,34.0292534,-118.2746431,LATTCOrtho Institute,['4400460735']
5555463656,34.0233937,-118.2767768,,"['1931345270', '269636767']"
5556117115,34.0276072,-118.2763883,,"['5556117120', '4835551064']"
5556117120,34.0275217,-118.2764417,,"['20400292', '5556117115']"
5559640908,34.0309083,-118.2888233,,"['7811419319', '6807243565']"
5559640911,34.0317321,-118.2903262,,"['6787470571', '2578244375']"
5559640915,34.0315914,-118.2888163,,"['5559642827', '6433913242']"
5559642822,34.0318452,-118.2888138,,['5559642827']
5559642827,34.0316374,-118.2888159,,"['5559642822', '5559640915']"
5559642834,34.0311758,-118.2888205,,"['6433913242', '7811419319']"
5559642836,34.0307342,-118.288825,,"['6807243565', '7867064335']"
5565967545,34.0258831,-118.2882353,,"['7811699597', '123318572']"
5567714035,34.0272278,-118.2877886,The Pearl,['6817230318']
5567718696,34.0253528,-118.2854176,Dulce,['5567727178']
5567721536,34.0264094,-118.2891354,Century Apartments 1,['6042956074']
5567724155,34.0248531,-118.2844846,Honeybird,['6047204780']
5567726285,34.0247022,-118.2852365,Greenleaf Gourmet Chopshop,['6047202831']
5567727178,34.0250482,-118.2853951,Kobunga Korean Grill,['5567718696']
5567729100,34.0252789,-118.2859136,FedEx Print and Ship Center,['6045040487']
5567733799,34.0246749,-118.2846867,Wahlburgers,['6047198321']
5567734316,34.0259155,-118.2849656,CorePower Yoga,['7695616467']
5617976418,34.0111423,-118.28259,,"['1870797772', '21302801']"
5618016860,34.011007,-118.2916024,,['4020099336']
5621164977,34.02805,-118.2666247,,"['6818460807', '4012726938']"
5680945528,34.0271548,-118.2735783,,"['4835549598', '123292076', '5514004014']"
5680945529,34.0294045,-118.2689134,,"['123161961', '123161958']"
5680945531,34.0291975,-118.2686224,,"['123161958', '5680945545']"
5680945532,34.0236432,-118.2774352,,"['122855868', '2613157013']"
5680945535,34.0265556,-118.2722273,,"['4012541084', '123281095']"
5680945536,34.0260578,-118.27593,,"['7040336493', '63785502']"
5680945537,34.0282492,-118.2759626,,"['123241961', '4835551072']"
5680945539,34.0310653,-118.2726708,,"['122855857', '6787830211']"
5680945540,34.0317405,-118.2722775,,"['122855855', '7130092332']"
5680945543,34.031976,-118.2668918,,['1873055988']
5680945544,34.0285875,-118.2690517,,"['122740034', '4012693769']"
5680945545,34.0285742,-118.2690241,,"['5680945531', '122740034']"
5680945546,34.029259,-118.2705172,,"['4012541087', '1732340079']"
5680945547,34.025884,-118.2709486,,"['123254962', '6788584370']"
5680945548,34.0240423,-118.2755806,,"['122719201', '2576235243']"
5680945549,34.0245537,-118.2768739,,"['63785495', '2613157014']"
5680945550,34.0309277,-118.2749682,,"['1614922718', '4400460741']"
5680945551,34.0240877,-118.2784437,,"['123241963', '6813379532']"
5680945553,34.0315218,-118.2737046,,"['7130092328', '123161907', '6094068597']"
5690152757,34.0220415,-118.2799182,,"['63068643', '7930461034']"
5690152758,34.0311007,-118.2826422,,"['544693761', '6816180159']"
5690152759,34.0302644,-118.2805009,,"['6816193709', '123408722']"
5690152760,34.0234222,-118.2790353,,"['4015372483', '123241965']"
5690152761,34.0236032,-118.2789226,,"['123241965', '6457457928']"
5690152762,34.0229517,-118.2791782,,"['6813379534', '123241967']"
5690152763,34.0306842,-118.2814124,,"['6816180157', '6816180158']"
5690152764,34.0243285,-118.280606,,"['6813379502', '6813379531']"
5690152765,34.0242067,-118.2853046,,"['6804866255', '6813379478']"
5690152766,34.0243084,-118.285238,,"['6813379440', '4015423966']"
5695236160,34.0284199,-118.2750468,LycaMobile,['5695236161']
5695236161,34.0283432,-118.2751004,Figueroa Optometry Center,['5695236160']
5695236162,34.0282176,-118.2751662,MetroPCS,['5695236163']
5695236163,34.0281464,-118.2752225,Freeway Insurance,['5695236162']
5695236164,34.0282131,-118.2756114,Popeyes Louisiana Kitchen,['4835551070']
5695236165,34.0286455,-118.2754357,7Eleven,['3438433461']
5757277355,34.0301204,-118.2920527,MC39s Barber Shop,['6807909277']
5768963617,34.0235671,-118.2770169,,"['269633703', '269633656']"
5768963618,34.0229836,-118.2773428,,"['269633656', '269633657']"
5768963619,34.0228735,-118.2768144,,"['5768963620', '269635137']"
5768963620,34.0223822,-118.2770665,,"['1613487058', '5768963619']"
5768963621,34.0210707,-118.2783765,,"['269633658', '269633660']"
5768963622,34.0209618,-118.2781278,,"['1377683328', '1614922631']"
5768963623,34.0214852,-118.2775533,,"['269635105', '1613487058']"
5768963624,34.0208801,-118.2779413,,"['269635105', '269635104']"
5768963625,34.0190342,-118.2790822,,"['269635103', '269635104']"
5768963626,34.0186018,-118.2799888,,"['6815813017', '5768963640']"
5768963627,34.0175758,-118.2800035,,"['354063164', '1614922612']"
5768963628,34.0186163,-118.2794899,,"['1614922612', '1614922625']"
5768963629,34.0180048,-118.2796515,,"['6815813010', '269635103']"
5768963630,34.0168897,-118.2801496,,"['6815813005', '269635101']"
5768963631,34.0149769,-118.2805977,,"['269635097', '6815813008']"
5768963633,34.0152937,-118.280654,,"['1390092164', '4020099364']"
5768963634,34.015054,-118.2807441,,"['354063314', '354063305']"
5768963635,34.0143277,-118.280658,,"['1841857543', '269635097']"
5768963636,34.0168744,-118.2802865,,"['354063229', '354063164']"
5768963637,34.0216531,-118.2778068,,"['1614922637', '354062976']"
5768963638,34.0219232,-118.2778484,,"['269633216', '5768963639']"
5768963639,34.0216664,-118.2779972,,"['5768963638', '269633658']"
5768963640,34.0188908,-118.2797943,,"['269633660', '5768963626']"
5768963641,34.0177815,-118.2804206,,"['269633662', '269633663']"
5768963642,34.0166187,-118.2807304,,"['354063296', '269637755']"
5768963643,34.015914,-118.2809168,,"['269637755', '269637756']"
5768963644,34.0164776,-118.2809047,,"['269633664', '269633665']"
5768963645,34.0158662,-118.281059,,"['269633665', '269633666']"
5768963646,34.0152337,-118.281177,,"['269633666', '1841883210']"
5768963647,34.0151847,-118.2810536,,"['269637756', '5768963648']"
5768963648,34.0148179,-118.2810965,,"['5768963647', '269637757']"
5768963649,34.0120421,-118.2812923,,"['269633669', '1613487057']"
5768963650,34.0118765,-118.2811622,,"['5768963651', '1841839986']"
5768963651,34.0125335,-118.2811622,,"['1377683421', '5768963650']"
5768963652,34.01232,-118.2808538,,"['1347103237', '354063330']"
5917800482,34.0112871,-118.2778301,Miguel39s Sheet Metal,['4015492465']
6042952605,34.0244304,-118.2884699,Lyons Center,['6808200832']
6042952688,34.0214248,-118.2865494,PED,['4536993737']
6042956074,34.0260621,-118.2898572,Century 2,['5567721536']
6042966366,34.0259565,-118.2874931,Cardinal Gardens,['6817230320']
6042978413,34.0217677,-118.2828496,Leavey Library,['5231970323']
6042989969,34.0315374,-118.283309,,"['6816180161', '6816180162']"
6045035789,34.0242828,-118.2841064,Rock 38 Reilly39s,['6045059485']
6045038065,34.0256314,-118.2773956,901 Bar 38 Grill,['6813513576']
6045039851,34.027355,-118.2828181,The Caribbean Apartments,"['6879730010', '6045102290']"
6045040487,34.0252392,-118.2858186,USC Village Gym,['5567729100']
6045054378,34.0249743,-118.2852124,Baked Bear,['6813379473']
6045054384,34.0243419,-118.2844742,Abercrombie 38 Fitch,['6045059485']
6045059485,34.0241918,-118.2843541,BBCM,"['6045035789', '6045054384', '6047200641']"
6045067406,34.0251267,-118.2787842,Cal Mart Beer 38 Wine Food Store,['2613117867']
6045067407,34.0238824,-118.2801114,USC Parking,['6285409682']
6045102290,34.0265527,-118.2827244,McAlister Field,['6045039851']
6047193830,34.0249095,-118.285111,Sunlife Smoothies,['5237417652']
6047197531,34.024334,-118.2848969,Sole39s Bicycles,['6813379478']
6047198321,34.0245381,-118.2845934,Kaitlyn,"['5567733799', '6047234451']"
6047200641,34.0241109,-118.2844736,Trejo39s Taco,['6045059485']
6047202831,34.0246375,-118.2853001,Coffee Bean2,['5567726285']
6047204780,34.0247014,-118.2844289,FaceHaus,"['5261316290', '5567724155']"
6047218633,34.0258772,-118.2865,,"['1849116060', '1849116064']"
6047222962,34.0251165,-118.2824711,Car Pooling station,['6047222965']
6047222965,34.0251762,-118.282442,Safety Pole,['6047222962']
6047234444,34.025848,-118.2859485,USC Village Dining Hall,['6396635921']
6047234446,34.0253101,-118.2864684,Lawn,['1849116062']
6047234447,34.0247161,-118.2856829,Rance39s Chicago Pizza,['6804866255']
6047234450,34.0248962,-118.2841144,vietnameseasian,['5237417651']
6047234451,34.0246301,-118.2845264,restaurant seating,['6047198321']
6047237631,34.0257613,-118.2808711,Residence Inn,['6813565290']
6094068597,34.0311992,-118.2736016,Tap Two Blue,['5680945553']
6206425701,34.0177803,-118.2801096,37th StreetUSC,['6815813016']
6206425716,34.01814,-118.2800912,,"['269637632', '6815813016']"
6208583954,34.0301072,-118.272884,,"['1738419620', '1378231766']"
6208583968,34.0278894,-118.2748077,,"['1732340077', '4400460714']"
6208583983,34.0246111,-118.2767854,,"['4011837227', '63785495']"
6225907125,34.0302216,-118.2731441,,"['63785537', '6787830208']"
6225907126,34.030108,-118.2730968,,"['63785537', '4835549608']"
6225907131,34.0302546,-118.2730088,,"['4012693770', '63785537']"
6226313826,34.0140161,-118.2826283,,"['932378219', '1837206580']"
6226313827,34.014145,-118.282791,,"['7867091030', '932378219']"
6229624525,34.0264968,-118.2859639,,"['1849116069', '1849116060']"
6285409682,34.023964,-118.2799965,,"['6813379531', '6787803628', '6045067407']"
6352860083,34.025446,-118.2899462,,"['1286136440', '6808200832']"
6352865690,34.0240034,-118.2914795,,"['4015203124', '4015203127']"
6389467804,34.0294896,-118.2888377,,"['7709473211', '6807374558']"
6389467806,34.0283937,-118.289707,,"['6816193783', '6816193784']"
6389467808,34.0254925,-118.291724,,"['4015423968', '21098539']"
6389467809,34.0253635,-118.291557,,"['4015203132', '21098539']"
6396635921,34.0257279,-118.2863862,Security Checkpoint,['6047234444']
6433913234,34.0300214,-118.2888323,,"['7867064335', '7709473211', '6433913241']"
6433913235,34.0300145,-118.2883049,,"['6433913241', '6433913238']"
6433913236,34.0300354,-118.2879697,,"['6433913240', '6433913239']"
6433913237,34.0303598,-118.2879777,,['6433913239']
6433913238,34.0300132,-118.2880234,,"['6433913235', '6433913240']"
6433913239,34.0300544,-118.2879666,,"['6433913236', '6433913237']"
6433913240,34.0300139,-118.287988,,"['6433913238', '6433913236']"
6433913241,34.0300189,-118.2886394,,"['6433913234', '6433913235']"
6433913242,34.0314206,-118.2888174,,"['5559640915', '5559642834']"
6437589503,34.0154976,-118.2952883,,"['122670241', '122670242', '6437589504']"
6437589504,34.0154341,-118.2952872,,"['6437589503', '6437589505']"
6437589505,34.0147927,-118.2953014,,['6437589504']
6437589506,34.0173117,-118.2942984,,"['123571763', '7477582821', '6437589507']"
6437589507,34.0172391,-118.2943006,,"['6437589506', '6437589508']"
6437589508,34.0165581,-118.294318,,['6437589507']
6455522215,34.0255646,-118.29042,,"['6813379482', '4015423972']"
6455606408,34.0111232,-118.2744262,,"['1773954241', '4019292083']"
6457457923,34.0243756,-118.2784347,,"['6813379532', '4835551238']"
6457457928,34.0240958,-118.2786117,,"['5690152761', '6813379532']"
6471706816,34.0148973,-118.2734225,,"['1773954382', '6817290167']"
6471706817,34.013091,-118.2734059,,"['122634395', '122634398']"
6471706819,34.0133839,-118.2797463,,"['269635681', '122670276']"
6471706820,34.0149063,-118.2787551,,"['123254978', '123280946']"
6473029423,34.0179768,-118.2689219,,"['123015383', '122654285']"
6474130386,34.0183667,-118.2868245,DASH F,['1732243673']
6477612667,34.0182348,-118.2729056,,"['4011837220', '7424313405']"
6477612672,34.0176235,-118.2740451,,"['6816305555', '6816305554']"
6487490663,34.0313753,-118.2691637,,['4012543489']
6503044367,34.0114838,-118.2782384,Metro 40,['1837206589']
6503044368,34.0114023,-118.2803125,Hill 38 King Metro 200 Northbound,['7396914904']
6510335101,34.028892,-118.2916658,Vermont 38 29th Metro 204 Southbound,['7232024779']
6510335102,34.0282815,-118.2914487,Vermont 38 29th Metro 204 Northbound,['6813416151']
6510341958,34.0251375,-118.2916998,Metro 550 754,['4015203132']
6510341960,34.0243508,-118.2914091,Vermont 38 35th Metro 204 Southbound,['4015203127']
6510353832,34.0258845,-118.2914118,Vermont 38 Jefferson Metro 754 Northbound,['4015203134']
6510353833,34.0256866,-118.2917089,Vermont 38 Jefferson Metro 204 Southbound,['358826470']
6512287151,34.0218003,-118.2917071,Vermont 38 36th Metro 204 Southbound 14039,['6814958399']
6512287152,34.0223361,-118.2914124,Vermont 38 36th Metro 204 Northbound 05656,['368172344']
6512295675,34.018666,-118.2916969,Vermont 38 Exposition Metro 204 754 Southbound14017,['6813379562']
6512295676,34.0188661,-118.2914084,Vermont 38 Exposition Metro 204 550 754 Northbound05635,['5231970325']
6512300966,34.0135871,-118.2914494,Vermont 38 Leighton Metro 204 Northbound05637,['4020099352']
6512300967,34.0133571,-118.2916602,Vermont 38 Leighton Metro 204 Southbound14018,['4020099349']
6512303433,34.015682,-118.2916863,Vermont 38 39th Metro 204 Southbound14041,['6792034223']
6512303434,34.0159265,-118.2914553,Vermont 38 39th Metro 204 Northbound 05658,['4015372453']
6512317621,34.0110989,-118.2916754,Vermont 38 Martin Luther King Jr Metro 204 754 Southbound15431,['4020099336']
6512317622,34.0113901,-118.291451,Vermont 38 Martin Luther King Jr Metro 204 754 Northbound11247,['4020099343']
6655857589,34.0173172,-118.2783659,Holbox,['6815182445']
6784571451,34.030291,-118.2845514,,"['6816193697', '6816193772']"
6787470555,34.0296795,-118.291552,,"['6813416141', '6805743834']"
6787470571,34.0308372,-118.2903291,,"['5559640911', '6808093910']"
6787803628,34.023935,-118.27993,,"['6285409682', '6813379501']"
6787803635,34.0254855,-118.2789915,,"['2613117867', '6807905595']"
6787803640,34.0268148,-118.2789847,,"['6807554573', '7298150111']"
6787803648,34.0291842,-118.2783256,,"['4011837235', '4011837236']"
6787803649,34.0282332,-118.2792286,,"['6787803653', '6816822864']"
6787803653,34.0281529,-118.2790508,,"['6787803658', '6787803649']"
6787803658,34.0280717,-118.2788779,,"['6787803661', '6787803653']"
6787803661,34.0279959,-118.2787095,,"['6787803666', '6787803658']"
6787803666,34.0279219,-118.2785409,,"['6787803674', '6787803661']"
6787803674,34.0278347,-118.2783446,,"['6807580191', '6787803666']"
6787830192,34.0315996,-118.2738142,,['123161907']
6787830204,34.0303833,-118.2735163,,"['6787830208', '7053658309']"
6787830207,34.0312063,-118.2729913,,"['6787830211', '7130092328']"
6787830208,34.0302826,-118.2732846,,"['6225907125', '6787830204']"
6787830211,34.0311097,-118.2727717,,"['5680945539', '6787830207']"
6788017707,34.0305737,-118.2663346,,"['3574052732', '123250775']"
6788057222,34.01646,-118.2821708,,"['6820972452', '6820972445']"
6788102185,34.0241131,-118.2737797,,"['6817197847', '4012864452']"
6788102190,34.0242016,-118.2754816,,"['2576235243', '7287180700']"
6788102193,34.0247429,-118.2751451,,"['7287180717', '7287180721']"
6788102194,34.0245793,-118.2752468,,"['7287180700', '7287180717']"
6788332705,34.0110917,-118.2803814,,"['216153383', '21302785']"
6788332708,34.0110972,-118.2793449,,"['21302785', '4015492467']"
6788499810,34.0299757,-118.2801208,,"['123012558', '6816193708']"
6788499818,34.0310223,-118.2796988,,"['2514542032', '2613117909']"
6788584348,34.0255092,-118.270121,,"['63785414', '4012842273']"
6788584357,34.0263156,-118.2719215,,"['4012842276', '3663661789']"
6788584360,34.0262885,-118.2718613,,"['6788584369', '4012842276']"
6788584369,34.0261938,-118.271647,,"['6817197841', '6788584360']"
6788584370,34.0259531,-118.2711045,,"['5680945547', '4012842275']"
6788584374,34.026066,-118.2713589,,"['4012842275', '6817197841']"
6788584378,34.0270337,-118.2708078,,"['123183631', '3663661791']"
6789994791,34.0286219,-118.266286,,"['123120147', '122956976']"
6789994795,34.0286856,-118.2654816,,"['122956976', '2611833617']"
6790392169,34.0168743,-118.2790168,,"['6820972476', '1855120255']"
6790392176,34.0158489,-118.2788907,,"['6805760719', '1855120255']"
6790463794,34.0111093,-118.2764461,,"['7183024958', '4019292082']"
6790463796,34.0120717,-118.2762681,,"['6819217384', '1732340069']"
6790463801,34.0130715,-118.2747215,,"['122634395', '122619506']"
6792034221,34.0127322,-118.2915097,,"['123152321', '4020099347']"
6792034222,34.0131146,-118.2915056,,"['4020099347', '122684540']"
6792034223,34.0155979,-118.2915423,,"['6815190429', '4015372453', '6512303433']"
6792034224,34.0163716,-118.291609,,"['4015372457', '4015372454']"
6792034225,34.0182,-118.2915445,,"['2193439967', '123112726']"
6792034226,34.0199604,-118.2917633,,"['123152312', '1473199418']"
6792034228,34.0263876,-118.2917266,,"['123152294', '6818427952']"
6792962336,34.0130782,-118.2652628,,"['1716461348', '6816692982']"
6793073226,34.0199199,-118.2708745,,"['122993638', '6816929740']"
6799196824,34.0209702,-118.298002,,"['123195187', '6817259921']"
6801414831,34.0173151,-118.2968732,,"['122935647', '6801414835']"
6801414835,34.0173154,-118.2970131,,['6801414831']
6801414837,34.015496,-118.2941705,,"['6801414840', '122670239']"
6801414840,34.015496,-118.2940875,,"['6817067783', '6801414837']"
6801414847,34.0161155,-118.2930817,,"['6801414851', '6815190434']"
6801414851,34.0161557,-118.2930815,,"['6801414856', '6801414847']"
6801414856,34.0162242,-118.2930811,,"['7871971114', '6801414851']"
6804768783,34.0147198,-118.2663137,,"['6807505426', '1790748057']"
6804831742,34.015863,-118.2688377,,"['6807505423', '123009684']"
6804831748,34.0178606,-118.2708889,,"['4012842269', '6804831752']"
6804831752,34.017894,-118.2709629,,"['6804831748', '6804831755']"
6804831755,34.0179978,-118.271193,,"['6804831752', '4012842270', '1773954300']"
6804866255,34.0244558,-118.2858429,,"['6804866264', '5690152765', '6047234447']"
6804866264,34.024484,-118.2859043,,"['6813379472', '6804866255']"
6804883323,34.0301511,-118.2839888,,"['6816193696', '6807937309']"
6804883331,34.0293541,-118.2856988,,"['6807438997', '6812372686']"
6805054066,34.0227691,-118.2987646,,['1771091141']
6805054069,34.0236883,-118.2986337,,['122845013']
6805221414,34.0168842,-118.2687138,,"['7424270441', '4012842268']"
6805221417,34.0159098,-118.2665226,,"['7721082283', '4015486540']"
6805221420,34.0181583,-118.2648099,,['123076790']
6805256743,34.0294781,-118.2642468,,['6811587230']
6805256746,34.0291784,-118.2659305,,"['122956976', '3574052700']"
6805295626,34.0220865,-118.2929487,,"['6805827719', '6805827716']"
6805349380,34.0154959,-118.2938677,,"['6817082690', '6817067783']"
6805477811,34.0269097,-118.2720014,,"['6807381246', '4012541084']"
6805477815,34.0244978,-118.2708134,,"['122659026', '6807365424']"
6805603628,34.0245259,-118.2679431,,"['6805603634', '7861033543']"
6805603634,34.0246114,-118.2681352,,"['67666150', '6805603628']"
6805603635,34.0263411,-118.2670475,,"['123120151', '6817262384']"
6805686613,34.0293986,-118.2712907,,"['1732340094', '1732340089']"
6805686618,34.0279374,-118.270254,,"['122817161', '3663661792']"
6805686622,34.0287324,-118.2695265,,"['3663661793', '6816288743']"
6805699888,34.0132186,-118.2924161,,"['6808131543', '6807221803']"
6805699891,34.0132129,-118.2938719,,"['6807221803', '2613073689']"
6805699893,34.0120913,-118.293816,,"['6807221797', '7871554564']"
6805743834,34.0298848,-118.2915536,,"['4015203141', '6787470555']"
6805743836,34.0295938,-118.2919085,,"['122814468', '6807466012']"
6805760710,34.0129012,-118.2786392,,"['122670273', '122670276']"
6805760713,34.0146686,-118.2796519,,"['269635727', '6805760716']"
6805760716,34.0148835,-118.2795164,,"['6805760713', '123280946']"
6805760719,34.0156889,-118.2789955,,"['123280946', '6790392176']"
6805824916,34.0277963,-118.2674649,,"['6818460809', '122740031']"
6805824919,34.0253347,-118.2671994,,"['123120155', '7861033574']"
6805827685,34.017823,-118.2930799,,"['123112727', '6805827734']"
6805827702,34.0176627,-118.2915588,,"['4015372461', '6805827712']"
6805827703,34.0181705,-118.2920584,,"['4015405544', '6805827714']"
6805827712,34.0177785,-118.2915556,,"['6805827702', '6805827713']"
6805827713,34.0180054,-118.2915494,,"['6805827712', '6813379569']"
6805827714,34.0181689,-118.291816,,"['6805827703', '6813379567']"
6805827716,34.0220845,-118.2927483,,"['6805295626', '4872896705']"
6805827719,34.0220897,-118.2931082,,"['6814958400', '6805295626']"
6805827729,34.0218735,-118.2981595,,"['6817259925', '123209602', '358850013']"
6805827732,34.0229888,-118.2949158,,"['6817053930', '122827894']"
6805827734,34.0175955,-118.2930802,,"['6805827685', '123571763']"
6807200376,34.023178,-118.2826754,,"['6807200380', '123005255']"
6807200379,34.0246316,-118.2815244,,"['123327627', '123327636']"
